Id,Predicted
5895,1.000000
7122,0.000000
6173,0.000000
6142,0.000000
5358,0.000000
6095,1.000000
6878,1.000000
6554,0.000000
6793,0.000000
7286,0.000000
6076,0.000000
5134,1.000000
5419,0.000000
6255,0.000000
5656,0.000000
6934,0.000000
6028,0.000000
6490,0.000000
6415,0.000000
7087,1.000000
5420,0.000000
5977,0.000000
6824,1.000000
5207,0.000000
7115,0.000000
7250,0.000000
6010,0.000000
6088,0.000000
5682,1.000000
7201,1.000000
6938,0.000000
6875,0.000000
5953,1.000000
5942,0.000000
5382,1.000000
6377,1.000000
5931,0.000000
5992,1.000000
5790,0.000000
6753,0.000000
6562,1.000000
7046,0.000000
5784,0.000000
5868,1.000000
5878,0.000000
5110,0.000000
5210,0.000000
7230,1.000000
5005,0.000000
6871,0.000000
5363,0.000000
7253,1.000000
5072,0.000000
6055,0.000000
6913,0.000000
6386,0.000000
5634,0.000000
5758,0.000000
6819,1.000000
7088,0.000000
5039,0.000000
6037,1.000000
5532,0.000000
6322,0.000000
6887,0.000000
6660,0.000000
5451,0.000000
6014,0.000000
5556,0.000000
6346,1.000000
5850,0.000000
5940,0.000000
7119,1.000000
6851,0.000000
5253,0.000000
6695,0.000000
6908,0.000000
7255,0.000000
5674,0.000000
6278,0.000000
5486,0.000000
5174,0.000000
6621,1.000000
6313,0.000000
6435,0.000000
6970,0.000000
6310,0.000000
5932,1.000000
6877,0.000000
6763,0.000000
7085,0.000000
7049,0.000000
6959,0.000000
5214,0.000000
6350,0.000000
5063,0.000000
5041,0.000000
6942,0.000000
5086,0.000000
5270,0.000000
6705,0.000000
7051,1.000000
6758,1.000000
6249,0.000000
5808,0.000000
5377,0.000000
5446,1.000000
5856,0.000000
7001,0.000000
4986,0.000000
6677,0.000000
6665,0.000000
5817,0.000000
6984,0.000000
6541,0.000000
5117,1.000000
6097,0.000000
5389,1.000000
7219,1.000000
6338,0.000000
6922,0.000000
5367,0.000000
5638,0.000000
5830,0.000000
5338,1.000000
6007,0.000000
6612,0.000000
5718,1.000000
6104,0.000000
5229,0.000000
5963,0.000000
5206,0.000000
6625,0.000000
4990,0.000000
6641,0.000000
5369,0.000000
6196,0.000000
5236,0.000000
5719,0.000000
5643,0.000000
7050,0.000000
6355,0.000000
6688,1.000000
6239,0.000000
5531,0.000000
6113,0.000000
7181,0.000000
6118,0.000000
7264,1.000000
5343,0.000000
5051,0.000000
5779,1.000000
6605,0.000000
6655,0.000000
6534,0.000000
5681,1.000000
6607,0.000000
6242,1.000000
7242,0.000000
7277,0.000000
6675,1.000000
5398,1.000000
5956,0.000000
5731,0.000000
6437,0.000000
6956,0.000000
5447,0.000000
5973,0.000000
6075,0.000000
5281,0.000000
5103,1.000000
6468,0.000000
7209,0.000000
5584,1.000000
4988,0.000000
4962,1.000000
5651,1.000000
6502,1.000000
5862,0.000000
7199,0.000000
6727,0.000000
7279,0.000000
6544,0.000000
5933,1.000000
6574,0.000000
6399,1.000000
7187,0.000000
6353,0.000000
5043,0.000000
5469,0.000000
5976,0.000000
6059,0.000000
5799,0.000000
6147,0.000000
6254,0.000000
7100,0.000000
7147,0.000000
7037,0.000000
5909,0.000000
5782,1.000000
6237,0.000000
6552,0.000000
7067,1.000000
5320,0.000000
5930,0.000000
6486,0.000000
5245,0.000000
6643,0.000000
5260,0.000000
5569,0.000000
7110,0.000000
7139,1.000000
6791,0.000000
5360,0.000000
5287,1.000000
6553,0.000000
7072,1.000000
6044,0.000000
5332,0.000000
6866,0.000000
6633,0.000000
6926,0.000000
6442,0.000000
5889,0.000000
5765,1.000000
5124,0.000000
5491,0.000000
6730,0.000000
7151,0.000000
5140,0.000000
7171,0.000000
6568,0.000000
6861,0.000000
6855,1.000000
7129,0.000000
5384,1.000000
6859,0.000000
5772,0.000000
5665,1.000000
6495,1.000000
5061,1.000000
6948,0.000000
5773,0.000000
6052,0.000000
6682,0.000000
6083,0.000000
6962,0.000000
5158,0.000000
6464,0.000000
5172,0.000000
5582,1.000000
6508,0.000000
4968,0.000000
6136,0.000000
6235,0.000000
6632,0.000000
7195,0.000000
5525,0.000000
6320,0.000000
6766,0.000000
6872,0.000000
5906,0.000000
7172,0.000000
6571,1.000000
5616,0.000000
6470,0.000000
6312,1.000000
5147,1.000000
5501,0.000000
6436,0.000000
5699,0.000000
5313,0.000000
6234,1.000000
6569,1.000000
7202,0.000000
5683,0.000000
5034,0.000000
5435,0.000000
5815,1.000000
5589,0.000000
6746,0.000000
6790,0.000000
6857,0.000000
6450,0.000000
7221,0.000000
5527,0.000000
5620,1.000000
7167,0.000000
6215,1.000000
5823,0.000000
6207,0.000000
6932,1.000000
5669,1.000000
5154,0.000000
7168,0.000000
5585,0.000000
6539,1.000000
7200,1.000000
5015,0.000000
5042,0.000000
5774,0.000000
6357,1.000000
5354,0.000000
6054,0.000000
7295,0.000000
5365,0.000000
6755,0.000000
5991,0.000000
7035,0.000000
5893,0.000000
7164,0.000000
5304,0.000000
5561,0.000000
5520,0.000000
5241,0.000000
7096,1.000000
6078,1.000000
5046,0.000000
5334,0.000000
6969,0.000000
6821,0.000000
5760,1.000000
5614,0.000000
7091,0.000000
5698,0.000000
5169,0.000000
7294,1.000000
5318,0.000000
5368,0.000000
6923,0.000000
5463,0.000000
5265,0.000000
6321,1.000000
5226,0.000000
6868,1.000000
4967,0.000000
5293,0.000000
5865,0.000000
5841,0.000000
5526,0.000000
6852,1.000000
6469,1.000000
6168,1.000000
7292,0.000000
5036,0.000000
5644,0.000000
6856,0.000000
5428,0.000000
5027,0.000000
4989,0.000000
5221,1.000000
6402,1.000000
5346,1.000000
6748,0.000000
