"amount.duration.payments.status.frequency.trans_count.credit_count.credit_ratio.withdrawal_count.withdrawal_ratio.smallest_transaction.biggest_transaction.daily_transactions_net.balance_min.balance_max.current_balance.times_negative_balance.credit_cash_ratio.collection_bank_ratio.interest_ratio.withdrawal_cash_ratio.remittance_bank_ratio.withdrawal_card_ratio.sanctions_rate.has_card.is_gold.population.urban_ratio.average_salary.entrepreneur_rate.unemployment_rate_avg.crimes_rate_per_thousand.unemployment_growing.crimes_growing.can_afford_loan.can_pay_until.acc_age_when_loan"
"96396,12,8033,-1,weekly issuance,4,4,1,0,0,1100,9900,1.85492801771872,1100,20100,20100,0,1,0,0,0,0,0,0,0,0,94812,81.8,9650,100,5.215,0.0550035860439607,1,0,1,2.50217851363127,105"
"165960,36,4610,1,monthly issuance,37,17,0.459459459459459,20,0.540540540540541,2.9,-54300,4.8017014623379,700,120512.8,52208.9,0,0.324324324324324,0,0.135135135135135,0.324324324324324,0.216216216216216,0,0,0,0,112709,73.5,8369,117,2.945,0.026129235464781,1,0,1,11.3251409978308,148"
"127080,60,2118,1,monthly issuance,24,15,0.625,9,0.375,48.6,19065,1.86366979224122,800,49590.4,20272.8,0,0.0833333333333333,0.208333333333333,0.333333333333333,0.25,0.125,0,0,0,0,77917,53.5,8390,132,3.725,0.047807282107884,1,1,1,9.57167138810198,170"
"105804,36,2939,1,monthly issuance,25,13,0.52,12,0.48,-14.6,26448,3.14986681363094,1000,65898.5,34292.7,0,0.08,0.24,0.2,0.4,0.08,0,0,0,0,107870,58,8754,137,5.985,0.0554834523036989,1,1,1,11.6681524328003,185"
"274740,60,4579,1,weekly issuance,27,13,0.481481481481481,14,0.518518518518518,-30,63366,3.78155813097866,600,122893.1,41142.9,0,0.037037037037037,0.222222222222222,0.222222222222222,0.407407407407407,0.111111111111111,0,0,0,0,1204953,100,12541,167,0.505,0.000419103483704344,1,1,1,8.98512775715222,204"
"87840,24,3660,1,monthly issuance,17,14,0.823529411764706,3,0.176470588235294,51.3,32938,4.06562818729717,500,65847.8,43847.8,0,0.117647058823529,0.235294117647059,0.470588235294118,0.176470588235294,0,0,0,0,0,53921,41.3,8598,123,4.4,0.0816008605181655,1,1,1,11.9802732240437,124"
"52788,12,4399,1,monthly issuance,43,21,0.488372093023256,22,0.511627906976744,-14.6,-17920,1.92873521049253,1000,41469.1,21029,0,0.325581395348837,0,0.162790697674419,0.325581395348837,0.186046511627907,0,0,0,0,58796,51.9,9045,124,4.93,0.0838492414449963,1,1,1,4.7804046374176,244"
"174744,24,7281,-1,monthly issuance,32,16,0.5,16,0.5,-14.6,-52600,5.37693517062795,1000,105628,58140.9,0,0.34375,0,0.15625,0.5,0,0,0,0,0,122603,80,8991,128,2.395,0.0195345954014176,1,1,1,7.98529048207664,163"
"154416,48,3217,1,weekly issuance,32,16,0.5,16,0.5,13.6,39098,4.94150087905987,8897,81723.5,53402.7,0,0.3125,0,0.1875,0.5,0,0,0,0,0,70699,65.3,8968,131,4.505,0.0637208447078459,1,1,1,16.6001554243084,176"
"117024,24,4876,1,monthly issuance,13,9,0.692307692307692,4,0.307692307692308,45.1,29255,4.9500744463056,800,76985.2,53193.5,0,0.0769230769230769,0.307692307692308,0.307692307692308,0.307692307692308,0,0,0,0,0,177686,74.8,10045,135,2.275,0.0128034847990275,1,0,1,10.9092493847416,137"
"21924,36,609,1,monthly issuance,45,21,0.466666666666667,24,0.533333333333333,-14.6,21739.5,4.50307339449541,1100,60432.4,49083.3,0,0.266666666666667,0,0.2,0.422222222222222,0.111111111111111,0,0,0,0,157042,33.9,8743,111,3.095,0.0197081035646515,1,1,1,80.5965517241379,297"
"79608,24,3317,1,monthly issuance,53,22,0.415094339622642,31,0.584905660377358,-14.6,67124,9.51447175348496,800,125825.7,103745.7,0,0.0188679245283019,0.207547169811321,0.188679245283019,0.584905660377358,0,0,0,0,0,105606,53,8254,97,4.67,0.0442209722932409,1,1,1,31.276967138981,313"
"464520,60,7742,-1,weekly issuance,68,31,0.455882352941176,37,0.544117647058823,-30,47757,8.06073438509088,200,125943.1,101797.3,0,0.323529411764706,0,0.132352941176471,0.544117647058823,0,0,0,0,0,77963,51.5,8546,126,4.96,0.0636199222708208,1,1,1,13.1487083440971,257"
"95400,36,2650,1,weekly issuance,47,22,0.468085106382979,25,0.531914893617021,23.6,35760,2.55160011067048,200,92354.8,27667,0,0.276595744680851,0,0.191489361702128,0.531914893617021,0,0,0,0,0,75685,60.8,8208,155,3.02,0.0399022263328268,1,1,1,10.4403773584906,268"
"93888,36,2608,1,issuance after transaction,19,12,0.631578947368421,7,0.368421052631579,48,15649,3.23515049855559,600,52378.2,34716.3,0,0.105263157894737,0.263157894736842,0.263157894736842,0.368421052631579,0,0,0,0,0,86513,50.5,8288,110,6.05,0.0699316865673367,1,0,1,13.3114647239264,156"
