Id,Predicted
6526,0.000000
5657,0.000000
7004,0.000000
5706,0.250000
5599,0.000000
5319,0.000000
6012,0.000000
6456,0.000000
6294,0.000000
5208,1.000000
6296,0.000000
6279,1.000000
5285,0.000000
6232,1.000000
5900,0.000000
6961,0.000000
5310,0.000000
6460,0.000000
7249,0.000000
6011,0.000000
6785,0.000000
5128,0.333333
7138,0.000000
6817,0.000000
6940,0.000000
6644,0.000000
4996,0.000000
6027,0.000000
6144,0.000000
5970,0.000000
7176,0.000000
5452,0.000000
6303,0.000000
6111,0.000000
7284,0.000000
5918,0.000000
6903,1.000000
5479,1.000000
7192,0.250000
6596,0.000000
5375,0.000000
6499,0.000000
5876,0.000000
6019,0.000000
6228,0.000000
6659,0.000000
5045,0.000000
6725,0.000000
5161,0.000000
6306,1.000000
6820,1.000000
7241,1.000000
6668,0.000000
6734,0.000000
6808,0.000000
6362,0.000000
7227,0.000000
5837,0.000000
6841,0.000000
6015,0.000000
6950,0.000000
5593,0.000000
5126,0.000000
5002,0.000000
5350,0.000000
6043,0.000000
